unique_sale_id,date_id,item_code,quantity_sold,sale_unit_price,sale_unit_cost,total_line_amount,total_line_benefit,line_profit_margin
2025-01-06-300003,2025-01-06,300003,2,300,220.04,600,159.92,0.266533333333
2025-04-18-759684313172,2025-04-18,759684313172,1,17,12.46,17,4.54,0.267058823529
2025-03-11-759684313172,2025-03-11,759684313172,1,17,12.46,17,4.54,0.267058823529
2025-02-27-759684313172,2025-02-27,759684313172,1,17,12.46,17,4.54,0.267058823529
2025-04-21-759684313172,2025-04-21,759684313172,1,17,12.46,17,4.54,0.267058823529
2025-05-01-759684313172,2025-05-01,759684313172,1,17,12.46,17,4.54,0.267058823529
2025-03-10-759684313172,2025-03-10,759684313172,1,17,12.46,17,4.54,0.267058823529
2025-05-05-759684313172,2025-05-05,759684313172,1,17,12.46,17,4.54,0.267058823529
2025-05-26-759684313172,2025-05-26,759684313172,1,17,12.46,17,4.54,0.267058823529
2025-02-24-759684313172,2025-02-24,759684313172,1,17,12.46,17,4.54,0.267058823529
2025-09-17-759684313172,2025-09-17,759684313172,1,17,12.46,17,4.54,0.267058823529
2025-03-19-759684313172,2025-03-19,759684313172,2,17,12.46,34,9.08,0.267058823529
2024-08-07-200095,2024-08-07,200095,1,42,30.76,42,11.24,0.267619047619
2024-08-14-200095,2024-08-14,200095,1,42,30.76,42,11.24,0.267619047619
2025-04-21-100108,2025-04-21,100108,4,25.19,18.4,100.75,27.15,0.269478908189
2024-12-19-7501062912209,2024-12-19,7501062912209,1,500,365.12,500,134.88,0.26976
2024-09-13-7501062912209,2024-09-13,7501062912209,1,500,365.12,500,134.88,0.26976
2024-08-26-7501062912209,2024-08-26,7501062912209,1,500,365.12,500,134.88,0.26976
2024-10-03-7501062912209,2024-10-03,7501062912209,1,500,365.12,500,134.88,0.26976
2025-02-01-7502265120200,2025-02-01,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-02-19-7502265120200,2025-02-19,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-06-09-7502265120200,2025-06-09,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-02-23-7502265120200,2025-02-23,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-02-10-7502265120200,2025-02-10,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-04-15-7502265120200,2025-04-15,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-02-06-7502265120200,2025-02-06,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-03-05-7502265120200,2025-03-05,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-05-13-7502265120200,2025-05-13,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-04-17-7502265120200,2025-04-17,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-09-09-7502265120200,2025-09-09,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-10-05-7502265120200,2025-10-05,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-07-03-7502265120200,2025-07-03,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-04-06-7502265120200,2025-04-06,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-03-21-7502265120200,2025-03-21,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-05-05-7502265120200,2025-05-05,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-09-03-7502265120200,2025-09-03,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-03-04-7502265120200,2025-03-04,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-02-07-7502265120200,2025-02-07,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-09-05-7502265120200,2025-09-05,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-09-29-7502265120200,2025-09-29,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-06-06-7502265120200,2025-06-06,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-03-26-7502265120200,2025-03-26,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-07-15-7502265120200,2025-07-15,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-04-04-7502265120200,2025-04-04,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-02-13-7502265120200,2025-02-13,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-07-10-7502265120200,2025-07-10,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-02-22-7502265120200,2025-02-22,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-03-25-7502265120200,2025-03-25,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-08-07-7502265120200,2025-08-07,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-05-06-7502265120200,2025-05-06,7502265120200,1,189,137.93,189,51.07,0.270211640212
2025-04-19-7502265120200,2025-04-19,7502265120200,2,189,137.93,378,102.14,0.270211640212
2025-02-11-7502265120200,2025-02-11,7502265120200,2,189,137.93,378,102.14,0.270211640212
2025-08-11-7502265120200,2025-08-11,7502265120200,2,189,137.93,378,102.14,0.270211640212
2025-07-14-7502265120200,2025-07-14,7502265120200,2,189,137.93,378,102.14,0.270211640212
2025-02-08-7502265120200,2025-02-08,7502265120200,2,189,137.93,378,102.14,0.270211640212
2025-02-16-7502265120200,2025-02-16,7502265120200,2,189,137.93,378,102.14,0.270211640212
2025-02-15-7502265120200,2025-02-15,7502265120200,2,189,137.93,378,102.14,0.270211640212
2025-02-02-7502265120200,2025-02-02,7502265120200,2,189,137.93,378,102.14,0.270211640212
2025-03-02-7502265120200,2025-03-02,7502265120200,3,189,137.93,567,153.21,0.270211640212
2025-02-24-7502265120200,2025-02-24,7502265120200,4,189,137.93,756,204.28,0.270211640212
2025-03-03-7502265120200,2025-03-03,7502265120200,4,189,137.93,756,204.28,0.270211640212
2025-03-07-7502265120200,2025-03-07,7502265120200,4,189,137.93,756,204.28,0.270211640212
2025-02-26-7502265120200,2025-02-26,7502265120200,5,189,137.93,945,255.35,0.270211640212
2025-04-20-7502265120200,2025-04-20,7502265120200,5,189,137.93,945,255.35,0.270211640212
2025-01-31-7502265120200,2025-01-31,7502265120200,9,189,137.93,1701,459.63,0.270211640212
2024-08-17-200813,2024-08-17,200813,1,47,34.29,47,12.71,0.270425531915
2024-09-05-200084,2024-09-05,200084,1,24.75,18.05,24.75,6.7,0.270707070707
2024-08-19-200084,2024-08-19,200084,1,24.75,18.05,24.75,6.7,0.270707070707
2024-12-09-200084,2024-12-09,200084,1,24.75,18.05,24.75,6.7,0.270707070707
2024-08-22-200084,2024-08-22,200084,2,24.75,18.05,49.5,13.4,0.270707070707
2025-01-16-200084,2025-01-16,200084,2,24.75,18.05,49.5,13.4,0.270707070707
2024-12-16-200084,2024-12-16,200084,2,24.75,18.05,49.5,13.4,0.270707070707
2024-08-08-200084,2024-08-08,200084,2,24.75,18.05,49.5,13.4,0.270707070707
2024-09-16-200084,2024-09-16,200084,2,24.75,18.05,49.5,13.4,0.270707070707
2024-11-11-200084,2024-11-11,200084,2,24.75,18.05,49.5,13.4,0.270707070707
2024-10-21-200084,2024-10-21,200084,2,24.75,18.05,49.5,13.4,0.270707070707
2024-09-02-200084,2024-09-02,200084,2,24.75,18.05,49.5,13.4,0.270707070707
2024-09-19-200084,2024-09-19,200084,3,24.75,18.05,74.25,20.1,0.270707070707
2025-01-09-200084,2025-01-09,200084,3,24.75,18.05,74.25,20.1,0.270707070707
2024-11-04-200084,2024-11-04,200084,4,24.75,18.05,99,26.8,0.270707070707
2025-01-20-200084,2025-01-20,200084,4,24.75,18.05,99,26.8,0.270707070707
2024-10-03-200084,2024-10-03,200084,4,24.75,18.05,99,26.8,0.270707070707
2025-01-06-200084,2025-01-06,200084,4,24.75,18.05,99,26.8,0.270707070707
2024-08-12-200084,2024-08-12,200084,4,24.75,18.05,99,26.8,0.270707070707
2024-09-23-200084,2024-09-23,200084,4,24.75,18.05,99,26.8,0.270707070707
2025-01-13-200084,2025-01-13,200084,5,24.75,18.05,123.75,33.5,0.270707070707
2024-09-09-200084,2024-09-09,200084,5,24.75,18.05,123.75,33.5,0.270707070707
2024-09-30-200084,2024-09-30,200084,5,24.75,18.05,123.75,33.5,0.270707070707
2024-10-07-200084,2024-10-07,200084,5,24.75,18.05,123.75,33.5,0.270707070707
2024-11-25-200084,2024-11-25,200084,6,24.75,18.05,148.5,40.2,0.270707070707
2024-10-28-200084,2024-10-28,200084,6,24.75,18.05,148.5,40.2,0.270707070707
2024-12-02-200084,2024-12-02,200084,7,24.75,18.05,173.25,46.9,0.270707070707
2024-10-14-200084,2024-10-14,200084,7,24.75,18.05,173.25,46.9,0.270707070707
2024-08-05-200084,2024-08-05,200084,8,24.75,18.05,198,53.6,0.270707070707
2024-10-31-200084,2024-10-31,200084,15,24.75,18.05,371.25,100.5,0.270707070707
2024-09-09-7502259891079,2024-09-09,7502259891079,1,66.75,48.66,66.75,18.09,0.271011235955
2025-02-13-7502259891079,2025-02-13,7502259891079,1,66.75,48.66,66.75,18.09,0.271011235955
2024-12-02-7502259891079,2024-12-02,7502259891079,1,66.75,48.66,66.75,18.09,0.271011235955
2025-01-23-7502259891079,2025-01-23,7502259891079,1,66.75,48.66,66.75,18.09,0.271011235955
2025-03-06-7502259891079,2025-03-06,7502259891079,2,66.75,48.66,133.5,36.18,0.271011235955
2024-08-12-7503000422153,2024-08-12,7503000422153,1,66.75,48.66,66.75,18.09,0.271011235955
2025-06-26-7503000422153,2025-06-26,7503000422153,1,66.75,48.66,66.75,18.09,0.271011235955
2024-12-30-7502259890898,2024-12-30,7502259890898,1,66.75,48.66,66.75,18.09,0.271011235955
2024-12-12-7502259890898,2024-12-12,7502259890898,2,66.75,48.66,133.5,36.18,0.271011235955
2025-03-17-714908101065,2025-03-17,714908101065,1,93.75,68.34,93.75,25.41,0.27104
2025-01-06-7502259892250,2025-01-06,7502259892250,1,82.5,60.13,82.5,22.37,0.271151515152
2025-01-02-7502259892250,2025-01-02,7502259892250,1,82.5,60.13,82.5,22.37,0.271151515152
2024-08-12-7502259892250,2024-08-12,7502259892250,1,82.5,60.13,82.5,22.37,0.271151515152
2024-12-16-7502259892250,2024-12-16,7502259892250,1,82.5,60.13,82.5,22.37,0.271151515152
2024-11-21-7502259892250,2024-11-21,7502259892250,1,82.5,60.13,82.5,22.37,0.271151515152
2024-08-05-7502259892250,2024-08-05,7502259892250,2,82.5,60.13,165,44.74,0.271151515152
2024-11-07-7502259892250,2024-11-07,7502259892250,2,82.5,60.13,165,44.74,0.271151515152
2025-09-22-7503181041488,2025-09-22,7503181041488,1,69.75,50.82,69.75,18.93,0.271397849462
2025-05-05-7503181041488,2025-05-05,7503181041488,1,69.75,50.82,69.75,18.93,0.271397849462
2025-03-13-7503181041488,2025-03-13,7503181041488,1,69.75,50.82,69.75,18.93,0.271397849462
2025-04-24-7503181041488,2025-04-24,7503181041488,2,69.75,50.82,139.5,37.86,0.271397849462
2025-04-14-7503181041488,2025-04-14,7503181041488,4,69.75,50.82,279,75.72,0.271397849462
2024-12-30-600002,2024-12-30,600002,1,36,26.22,36,9.78,0.271666666667
2024-10-28-600002,2024-10-28,600002,1,36,26.22,36,9.78,0.271666666667
2025-03-31-600002,2025-03-31,600002,1,36,26.22,36,9.78,0.271666666667
2025-03-17-600002,2025-03-17,600002,1,36,26.22,36,9.78,0.271666666667
2025-01-06-600002,2025-01-06,600002,1,36,26.22,36,9.78,0.271666666667
2025-08-26-7506021101588,2025-08-26,7506021101588,2,173.25,126.15,346.5,94.2,0.271861471861
2025-03-07-7501075717655,2025-03-07,7501075717655,2,6,4.36,12,3.28,0.273333333333
2025-03-31-200349,2025-03-31,200349,1,36,26.15,36,9.85,0.273611111111
2025-06-16-200349,2025-06-16,200349,1,36,26.15,36,9.85,0.273611111111
2025-04-07-200349,2025-04-07,200349,1,36,26.15,36,9.85,0.273611111111
2025-05-01-200349,2025-05-01,200349,2,36,26.15,72,19.7,0.273611111111
2025-07-10-200392,2025-07-10,200392,1,44,31.92,44,12.08,0.274545454545
2025-03-23-200392,2025-03-23,200392,1,44,31.92,44,12.08,0.274545454545
2025-03-15-200392,2025-03-15,200392,1,44,31.92,44,12.08,0.274545454545
2025-04-08-200392,2025-04-08,200392,1,44,31.92,44,12.08,0.274545454545
2025-07-18-200392,2025-07-18,200392,1,44,31.92,44,12.08,0.274545454545
2025-06-30-200392,2025-06-30,200392,1,44,31.92,44,12.08,0.274545454545
2025-04-17-200392,2025-04-17,200392,1,44,31.92,44,12.08,0.274545454545
2025-05-13-200392,2025-05-13,200392,1,44,31.92,44,12.08,0.274545454545
2025-08-09-200392,2025-08-09,200392,1,44,31.92,44,12.08,0.274545454545
2025-08-18-200392,2025-08-18,200392,1,44,31.92,44,12.08,0.274545454545
2025-09-29-200392,2025-09-29,200392,1,44,31.92,44,12.08,0.274545454545
2025-05-12-200392,2025-05-12,200392,1,44,31.92,44,12.08,0.274545454545
2025-07-16-200392,2025-07-16,200392,1,44,31.92,44,12.08,0.274545454545
2025-10-13-200392,2025-10-13,200392,1,44,31.92,44,12.08,0.274545454545
2025-07-09-200392,2025-07-09,200392,1,44,31.92,44,12.08,0.274545454545
2025-03-25-200392,2025-03-25,200392,1,44,31.92,44,12.08,0.274545454545
2025-10-10-200392,2025-10-10,200392,1,44,31.92,44,12.08,0.274545454545
2025-09-11-200392,2025-09-11,200392,1,44,31.92,44,12.08,0.274545454545
2025-08-04-200392,2025-08-04,200392,1,44,31.92,44,12.08,0.274545454545
2025-04-14-200392,2025-04-14,200392,2,44,31.92,88,24.16,0.274545454545
2025-06-15-200392,2025-06-15,200392,2,44,31.92,88,24.16,0.274545454545
2025-08-01-200392,2025-08-01,200392,2,44,31.92,88,24.16,0.274545454545
2025-04-28-7502217902526,2025-04-28,7502217902526,1,95.25,69,95.25,26.25,0.275590551181
2025-04-24-7502217902526,2025-04-24,7502217902526,1,95.25,69,95.25,26.25,0.275590551181
2025-01-16-7502217902526,2025-01-16,7502217902526,1,95.25,69,95.25,26.25,0.275590551181
2025-01-23-7502217902526,2025-01-23,7502217902526,1,95.25,69,95.25,26.25,0.275590551181
2025-01-27-7502217902526,2025-01-27,7502217902526,1,95.25,69,95.25,26.25,0.275590551181
2025-03-17-7502217902526,2025-03-17,7502217902526,1,95.25,69,95.25,26.25,0.275590551181
2025-05-05-7502217902526,2025-05-05,7502217902526,1,95.25,69,95.25,26.25,0.275590551181
2025-01-06-7502217902526,2025-01-06,7502217902526,1,95.25,69,95.25,26.25,0.275590551181
2024-12-23-7502217902526,2024-12-23,7502217902526,2,95.25,69,190.5,52.5,0.275590551181
2024-12-16-7502217902526,2024-12-16,7502217902526,2,95.25,69,190.5,52.5,0.275590551181
2025-01-09-7502217902526,2025-01-09,7502217902526,3,95.25,69,285.75,78.75,0.275590551181
2025-04-21-7502217902526,2025-04-21,7502217902526,4,95.25,69,381,105,0.275590551181
2025-02-17-7502217902526,2025-02-17,7502217902526,5,95.25,69,476.25,131.25,0.275590551181
2025-01-23-200262,2025-01-23,200262,1,90,65.14,90,24.86,0.276222222222
2025-02-24-200262,2025-02-24,200262,1,90,65.14,90,24.86,0.276222222222
2025-01-20-200262,2025-01-20,200262,1,90,65.14,90,24.86,0.276222222222
2024-10-31-200262,2024-10-31,200262,1,90,65.14,90,24.86,0.276222222222
2025-01-17-200262,2025-01-17,200262,1,90,65.14,90,24.86,0.276222222222
2025-02-11-200262,2025-02-11,200262,1,90,65.14,90,24.86,0.276222222222
2025-03-03-200262,2025-03-03,200262,1,90,65.14,90,24.86,0.276222222222
2024-10-14-200394,2024-10-14,200394,2,70.88,51.26,141.75,39.23,0.276754850088
2024-08-13-200077,2024-08-13,200077,1,140,101.24,140,38.76,0.276857142857
2025-08-08-631758000853,2025-08-08,631758000853,1,90,64.99,90,25.01,0.277888888889
2024-10-14-631758000853,2024-10-14,631758000853,1,90,64.99,90,25.01,0.277888888889
2024-10-24-631758000853,2024-10-24,631758000853,1,90,64.99,90,25.01,0.277888888889
2025-09-15-631758000853,2025-09-15,631758000853,1,90,64.99,90,25.01,0.277888888889
2025-04-03-631758000853,2025-04-03,631758000853,1,90,64.99,90,25.01,0.277888888889
2025-03-13-631758000853,2025-03-13,631758000853,1,90,64.99,90,25.01,0.277888888889
2024-11-11-631758000853,2024-11-11,631758000853,2,90,64.99,180,50.02,0.277888888889
2025-09-08-7501379200143,2025-09-08,7501379200143,1,39.75,28.69,39.75,11.06,0.278238993711
2025-04-14-7501379200143,2025-04-14,7501379200143,1,39.75,28.69,39.75,11.06,0.278238993711
2025-03-24-7501379200143,2025-03-24,7501379200143,1,39.75,28.69,39.75,11.06,0.278238993711
2024-09-30-100080,2024-09-30,100080,2,26.25,18.93,52.5,14.64,0.278857142857
2024-11-25-100080,2024-11-25,100080,2,26.25,18.93,52.5,14.64,0.278857142857
2024-08-09-7506021101557,2024-08-09,7506021101557,1,210,151.38,210,58.62,0.279142857143
2024-09-09-7503036472429,2024-09-09,7503036472429,1,290,209,290,81,0.279310344828
2024-08-15-7503036472429,2024-08-15,7503036472429,1,290,209,290,81,0.279310344828
2024-08-13-7503036472429,2024-08-13,7503036472429,1,290,209,290,81,0.279310344828
2024-08-12-7503036472429,2024-08-12,7503036472429,1,290,209,290,81,0.279310344828
2024-08-21-7503036472429,2024-08-21,7503036472429,1,290,209,290,81,0.279310344828
2024-09-06-7503036472429,2024-09-06,7503036472429,1,290,209,290,81,0.279310344828
2024-09-05-7503036472429,2024-09-05,7503036472429,3,290,209,870,243,0.279310344828
2025-05-02-200299,2025-05-02,200299,1,33,23.78,33,9.22,0.279393939394
2025-05-16-200299,2025-05-16,200299,1,33,23.78,33,9.22,0.279393939394
2025-04-30-200299,2025-04-30,200299,1,33,23.78,33,9.22,0.279393939394
2025-08-01-200299,2025-08-01,200299,2,33,23.78,66,18.44,0.279393939394
2024-08-20-200197,2024-08-20,200197,1,39,28.1,39,10.9,0.279487179487
2025-01-09-200197,2025-01-09,200197,1,39,28.1,39,10.9,0.279487179487
2024-10-26-200197,2024-10-26,200197,1,39,28.1,39,10.9,0.279487179487
2025-02-14-200197,2025-02-14,200197,1,39,28.1,39,10.9,0.279487179487
2024-08-19-200197,2024-08-19,200197,1,39,28.1,39,10.9,0.279487179487
2024-11-18-200197,2024-11-18,200197,1,39,28.1,39,10.9,0.279487179487
2024-11-22-200197,2024-11-22,200197,1,39,28.1,39,10.9,0.279487179487
2025-02-25-200197,2025-02-25,200197,1,39,28.1,39,10.9,0.279487179487
2024-10-24-200197,2024-10-24,200197,1,39,28.1,39,10.9,0.279487179487
2025-02-07-200197,2025-02-07,200197,1,39,28.1,39,10.9,0.279487179487
2025-01-22-200197,2025-01-22,200197,1,39,28.1,39,10.9,0.279487179487
2025-03-10-200197,2025-03-10,200197,1,39,28.1,39,10.9,0.279487179487
2024-10-20-200197,2024-10-20,200197,1,39,28.1,39,10.9,0.279487179487
2025-02-04-200197,2025-02-04,200197,1,39,28.1,39,10.9,0.279487179487
2025-10-03-200197,2025-10-03,200197,1,39,28.1,39,10.9,0.279487179487
2024-10-31-200197,2024-10-31,200197,1,39,28.1,39,10.9,0.279487179487
2025-01-27-200197,2025-01-27,200197,1,39,28.1,39,10.9,0.279487179487
2025-02-28-200197,2025-02-28,200197,1,39,28.1,39,10.9,0.279487179487
2025-04-13-200197,2025-04-13,200197,1,39,28.1,39,10.9,0.279487179487
2025-05-19-200197,2025-05-19,200197,1,39,28.1,39,10.9,0.279487179487
2025-07-09-200197,2025-07-09,200197,1,39,28.1,39,10.9,0.279487179487
2024-11-15-200197,2024-11-15,200197,1,39,28.1,39,10.9,0.279487179487
2024-12-15-200197,2024-12-15,200197,1,39,28.1,39,10.9,0.279487179487
2024-08-23-200197,2024-08-23,200197,1,39,28.1,39,10.9,0.279487179487
2024-09-20-200197,2024-09-20,200197,1,39,28.1,39,10.9,0.279487179487
2024-11-06-200197,2024-11-06,200197,1,39,28.1,39,10.9,0.279487179487
2025-10-06-200197,2025-10-06,200197,1,39,28.1,39,10.9,0.279487179487
2025-03-20-200197,2025-03-20,200197,1,39,28.1,39,10.9,0.279487179487
2025-01-30-200197,2025-01-30,200197,1,39,28.1,39,10.9,0.279487179487
2025-01-03-200197,2025-01-03,200197,1,39,28.1,39,10.9,0.279487179487
2024-10-16-200197,2024-10-16,200197,1,39,28.1,39,10.9,0.279487179487
2024-11-20-200197,2024-11-20,200197,1,39,28.1,39,10.9,0.279487179487
2024-12-23-200197,2024-12-23,200197,1,39,28.1,39,10.9,0.279487179487
2025-05-05-200197,2025-05-05,200197,1,39,28.1,39,10.9,0.279487179487
2024-09-28-200197,2024-09-28,200197,2,39,28.1,78,21.8,0.279487179487
2024-11-11-200197,2024-11-11,200197,2,39,28.1,78,21.8,0.279487179487
2025-03-17-200197,2025-03-17,200197,2,39,28.1,78,21.8,0.279487179487
2025-01-16-200197,2025-01-16,200197,2,39,28.1,78,21.8,0.279487179487
2024-10-14-200197,2024-10-14,200197,2,39,28.1,78,21.8,0.279487179487
2024-11-25-200197,2024-11-25,200197,2,39,28.1,78,21.8,0.279487179487
2025-01-02-200197,2025-01-02,200197,2,39,28.1,78,21.8,0.279487179487
2024-12-19-200197,2024-12-19,200197,2,39,28.1,78,21.8,0.279487179487
2024-11-23-200197,2024-11-23,200197,2,39,28.1,78,21.8,0.279487179487
2024-12-26-200197,2024-12-26,200197,2,39,28.1,78,21.8,0.279487179487
2025-02-19-200197,2025-02-19,200197,2,39,28.1,78,21.8,0.279487179487
2025-01-11-200197,2025-01-11,200197,2,39,28.1,78,21.8,0.279487179487
2024-09-02-200197,2024-09-02,200197,2,39,28.1,78,21.8,0.279487179487
2025-04-21-200197,2025-04-21,200197,3,39,28.1,117,32.7,0.279487179487
2024-09-05-200197,2024-09-05,200197,3,39,28.1,117,32.7,0.279487179487
2025-03-18-200197,2025-03-18,200197,3,39,28.1,117,32.7,0.279487179487
2025-05-26-300014,2025-05-26,300014,1,33,23.76,33,9.24,0.28
2025-04-07-300014,2025-04-07,300014,1,33,23.76,33,9.24,0.28
2025-06-30-300014,2025-06-30,300014,1,33,23.76,33,9.24,0.28
2025-03-31-300014,2025-03-31,300014,1,33,23.76,33,9.24,0.28
2025-04-14-300014,2025-04-14,300014,2,33,23.76,66,18.48,0.28
2025-05-05-300014,2025-05-05,300014,2,33,23.76,66,18.48,0.28
2024-10-28-7501590222214,2024-10-28,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2024-08-22-7501590222214,2024-08-22,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2024-08-29-7501590222214,2024-08-29,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2024-08-08-7501590222214,2024-08-08,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2025-01-13-7501590222214,2025-01-13,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2024-12-30-7501590222214,2024-12-30,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2024-10-07-7501590222214,2024-10-07,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2025-02-17-7501590222214,2025-02-17,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2024-12-12-7501590222214,2024-12-12,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2024-09-02-7501590222214,2024-09-02,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2024-11-14-7501590222214,2024-11-14,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2024-09-09-7501590222214,2024-09-09,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2024-09-16-7501590222214,2024-09-16,7501590222214,1,26.25,18.89,26.25,7.36,0.280380952381
2024-12-09-7501590222214,2024-12-09,7501590222214,2,26.25,18.89,52.5,14.72,0.280380952381
2024-09-30-7501590222214,2024-09-30,7501590222214,2,26.25,18.89,52.5,14.72,0.280380952381
2024-12-26-7501590222214,2024-12-26,7501590222214,2,26.25,18.89,52.5,14.72,0.280380952381
2024-08-19-7501590222214,2024-08-19,7501590222214,2,26.25,18.89,52.5,14.72,0.280380952381
2025-01-02-7501590222214,2025-01-02,7501590222214,2,26.25,18.89,52.5,14.72,0.280380952381
2025-01-23-7501590222214,2025-01-23,7501590222214,2,26.25,18.89,52.5,14.72,0.280380952381
2024-12-02-7501590222214,2024-12-02,7501590222214,2,26.25,18.89,52.5,14.72,0.280380952381
2024-10-31-7501590222214,2024-10-31,7501590222214,2,26.25,18.89,52.5,14.72,0.280380952381
2025-01-06-7501590222214,2025-01-06,7501590222214,2,26.25,18.89,52.5,14.72,0.280380952381
2024-08-05-7501590222214,2024-08-05,7501590222214,3,26.25,18.89,78.75,22.08,0.280380952381
2024-10-21-7501590222214,2024-10-21,7501590222214,3,26.25,18.89,78.75,22.08,0.280380952381
2024-10-17-7501590222214,2024-10-17,7501590222214,3,26.25,18.89,78.75,22.08,0.280380952381
2024-10-24-7501590222214,2024-10-24,7501590222214,4,26.25,18.89,105,29.44,0.280380952381
2024-11-04-7501590222214,2024-11-04,7501590222214,4,26.25,18.89,105,29.44,0.280380952381
2024-11-11-7501590222214,2024-11-11,7501590222214,4,26.25,18.89,105,29.44,0.280380952381
2024-11-07-7501590222214,2024-11-07,7501590222214,6,26.25,18.89,157.5,44.16,0.280380952381
2024-09-05-7501590222214,2024-09-05,7501590222214,8,26.25,18.89,210,58.88,0.280380952381
2024-10-14-200610,2024-10-14,200610,8,44.53,32.02,356.25,100.09,0.280954385965
2025-09-22-200065,2025-09-22,200065,1,126.75,91.13,126.75,35.62,0.281025641026
2025-07-03-200065,2025-07-03,200065,1,126.75,91.13,126.75,35.62,0.281025641026
2025-04-21-200065,2025-04-21,200065,1,126.75,91.13,126.75,35.62,0.281025641026
2025-10-13-200065,2025-10-13,200065,1,126.75,91.13,126.75,35.62,0.281025641026
2025-01-27-100069,2025-01-27,100069,1,63.75,45.82,63.75,17.93,0.281254901961
2024-09-02-100069,2024-09-02,100069,1,63.75,45.82,63.75,17.93,0.281254901961
2024-10-24-100069,2024-10-24,100069,1,63.75,45.82,63.75,17.93,0.281254901961
2025-03-31-100069,2025-03-31,100069,2,63.75,45.82,127.5,35.86,0.281254901961
2024-08-22-200216,2024-08-22,200216,1,63,45.26,63,17.74,0.281587301587
2025-07-28-200216,2025-07-28,200216,1,63,45.26,63,17.74,0.281587301587
2025-03-27-200216,2025-03-27,200216,1,63,45.26,63,17.74,0.281587301587
2024-08-08-200216,2024-08-08,200216,1,63,45.26,63,17.74,0.281587301587
2025-03-10-200216,2025-03-10,200216,1,63,45.26,63,17.74,0.281587301587
2024-11-07-200216,2024-11-07,200216,1,63,45.26,63,17.74,0.281587301587
2024-08-12-200216,2024-08-12,200216,1,63,45.26,63,17.74,0.281587301587
2025-07-03-200216,2025-07-03,200216,1,63,45.26,63,17.74,0.281587301587
2025-02-27-200216,2025-02-27,200216,1,63,45.26,63,17.74,0.281587301587
2024-10-21-200216,2024-10-21,200216,1,63,45.26,63,17.74,0.281587301587
2025-03-31-200216,2025-03-31,200216,1,63,45.26,63,17.74,0.281587301587
2025-04-21-200216,2025-04-21,200216,1,63,45.26,63,17.74,0.281587301587
2025-03-24-200216,2025-03-24,200216,1,63,45.26,63,17.74,0.281587301587
2025-06-05-200216,2025-06-05,200216,1,63,45.26,63,17.74,0.281587301587
2024-11-25-200216,2024-11-25,200216,1,63,45.26,63,17.74,0.281587301587
2024-09-19-200216,2024-09-19,200216,1,63,45.26,63,17.74,0.281587301587
2024-09-26-200216,2024-09-26,200216,2,63,45.26,126,35.48,0.281587301587
2025-02-03-200216,2025-02-03,200216,2,63,45.26,126,35.48,0.281587301587
2024-11-11-200216,2024-11-11,200216,2,63,45.26,126,35.48,0.281587301587
2025-04-28-200216,2025-04-28,200216,2,63,45.26,126,35.48,0.281587301587
