unique_sale_id,date_id,item_code,quantity_sold,sale_unit_price,sale_unit_cost,total_line_amount,total_line_benefit,line_profit_margin
2025-10-07-200630,2025-10-07,200630,1,130,58.8,130,71.2,0.547692307692
2024-11-16-100131,2024-11-16,100131,1,88,39.8,88,48.2,0.547727272727
2025-01-08-100131,2025-01-08,100131,1,88,39.8,88,48.2,0.547727272727
2024-08-31-100131,2024-08-31,100131,1,88,39.8,88,48.2,0.547727272727
2025-01-22-100131,2025-01-22,100131,1,88,39.8,88,48.2,0.547727272727
2024-12-31-100131,2024-12-31,100131,1,88,39.8,88,48.2,0.547727272727
2024-12-14-100131,2024-12-14,100131,1,88,39.8,88,48.2,0.547727272727
2024-12-06-100131,2024-12-06,100131,1,88,39.8,88,48.2,0.547727272727
2025-03-09-100131,2025-03-09,100131,1,88,39.8,88,48.2,0.547727272727
2024-12-24-100131,2024-12-24,100131,1,88,39.8,88,48.2,0.547727272727
2025-04-29-100131,2025-04-29,100131,1,88,39.8,88,48.2,0.547727272727
2025-02-04-100131,2025-02-04,100131,2,88,39.8,176,96.4,0.547727272727
2024-12-15-100131,2024-12-15,100131,2,88,39.8,176,96.4,0.547727272727
2025-03-18-100131,2025-03-18,100131,2,88,39.8,176,96.4,0.547727272727
2024-08-13-100131,2024-08-13,100131,2,88,39.8,176,96.4,0.547727272727
2024-09-29-100131,2024-09-29,100131,2,88,39.8,176,96.4,0.547727272727
2025-02-23-100131,2025-02-23,100131,2,88,39.8,176,96.4,0.547727272727
2024-09-25-100131,2024-09-25,100131,2,88,39.8,176,96.4,0.547727272727
2025-03-12-100131,2025-03-12,100131,2,88,39.8,176,96.4,0.547727272727
2025-02-28-100131,2025-02-28,100131,2,88,39.8,176,96.4,0.547727272727
2025-03-15-100131,2025-03-15,100131,2,88,39.8,176,96.4,0.547727272727
2025-02-19-100131,2025-02-19,100131,2,88,39.8,176,96.4,0.547727272727
2024-09-16-7502275940522,2024-09-16,7502275940522,1,86.25,39,86.25,47.25,0.547826086957
2024-08-22-7502275940522,2024-08-22,7502275940522,1,86.25,39,86.25,47.25,0.547826086957
2024-08-12-7502275940522,2024-08-12,7502275940522,2,86.25,39,172.5,94.5,0.547826086957
2024-08-26-7502275940522,2024-08-26,7502275940522,3,86.25,39,258.75,141.75,0.547826086957
2024-08-19-7502275940522,2024-08-19,7502275940522,3,86.25,39,258.75,141.75,0.547826086957
2024-08-29-7502275940522,2024-08-29,7502275940522,4,86.25,39,345,189,0.547826086957
2025-01-01-75313036,2025-01-01,75313036,1,55,24.85,55,30.15,0.548181818182
2025-02-11-75313036,2025-02-11,75313036,1,55,24.85,55,30.15,0.548181818182
2024-09-11-75313036,2024-09-11,75313036,1,55,24.85,55,30.15,0.548181818182
2025-03-20-75313036,2025-03-20,75313036,1,55,24.85,55,30.15,0.548181818182
2024-11-28-75313036,2024-11-28,75313036,1,55,24.85,55,30.15,0.548181818182
2025-02-10-75313036,2025-02-10,75313036,1,55,24.85,55,30.15,0.548181818182
2025-01-02-75313036,2025-01-02,75313036,1,55,24.85,55,30.15,0.548181818182
2025-01-22-75313036,2025-01-22,75313036,1,55,24.85,55,30.15,0.548181818182
2025-09-08-75313036,2025-09-08,75313036,1,55,24.85,55,30.15,0.548181818182
2025-03-10-75313036,2025-03-10,75313036,1,55,24.85,55,30.15,0.548181818182
2024-11-08-75313036,2024-11-08,75313036,1,55,24.85,55,30.15,0.548181818182
2025-03-27-75313036,2025-03-27,75313036,1,55,24.85,55,30.15,0.548181818182
2024-12-29-75313036,2024-12-29,75313036,1,55,24.85,55,30.15,0.548181818182
2025-01-30-75313036,2025-01-30,75313036,1,55,24.85,55,30.15,0.548181818182
2025-06-29-75313036,2025-06-29,75313036,1,55,24.85,55,30.15,0.548181818182
2025-07-17-75313036,2025-07-17,75313036,1,55,24.85,55,30.15,0.548181818182
2024-12-12-75313036,2024-12-12,75313036,1,55,24.85,55,30.15,0.548181818182
2024-12-16-75313036,2024-12-16,75313036,1,55,24.85,55,30.15,0.548181818182
2025-10-02-75313036,2025-10-02,75313036,1,55,24.85,55,30.15,0.548181818182
2024-12-06-75313036,2024-12-06,75313036,1,55,24.85,55,30.15,0.548181818182
2024-09-03-75313036,2024-09-03,75313036,1,55,24.85,55,30.15,0.548181818182
2025-08-18-75313036,2025-08-18,75313036,1,55,24.85,55,30.15,0.548181818182
2025-09-17-75313036,2025-09-17,75313036,1,55,24.85,55,30.15,0.548181818182
2025-01-27-75313036,2025-01-27,75313036,1,55,24.85,55,30.15,0.548181818182
2025-08-19-75313036,2025-08-19,75313036,1,55,24.85,55,30.15,0.548181818182
2025-09-29-75313036,2025-09-29,75313036,1,55,24.85,55,30.15,0.548181818182
2024-08-12-75313036,2024-08-12,75313036,1,55,24.85,55,30.15,0.548181818182
2025-06-02-75313036,2025-06-02,75313036,1,55,24.85,55,30.15,0.548181818182
2024-09-09-75313036,2024-09-09,75313036,1,55,24.85,55,30.15,0.548181818182
2024-08-28-75313036,2024-08-28,75313036,1,55,24.85,55,30.15,0.548181818182
2025-06-21-75313036,2025-06-21,75313036,1,55,24.85,55,30.15,0.548181818182
2024-09-01-75313036,2024-09-01,75313036,1,55,24.85,55,30.15,0.548181818182
2025-03-25-75313036,2025-03-25,75313036,1,55,24.85,55,30.15,0.548181818182
2025-03-18-75313036,2025-03-18,75313036,1,55,24.85,55,30.15,0.548181818182
2024-09-04-75313036,2024-09-04,75313036,2,55,24.85,110,60.3,0.548181818182
2024-11-27-75313036,2024-11-27,75313036,2,55,24.85,110,60.3,0.548181818182
2024-08-27-200256,2024-08-27,200256,1,80,36.13,80,43.87,0.548375
2024-11-22-200256,2024-11-22,200256,1,80,36.13,80,43.87,0.548375
2025-01-04-200256,2025-01-04,200256,1,80,36.13,80,43.87,0.548375
2025-03-14-200256,2025-03-14,200256,1,80,36.13,80,43.87,0.548375
2025-03-21-200256,2025-03-21,200256,1,80,36.13,80,43.87,0.548375
2024-10-20-200256,2024-10-20,200256,1,80,36.13,80,43.87,0.548375
2025-01-12-200256,2025-01-12,200256,1,80,36.13,80,43.87,0.548375
2024-09-02-200346,2024-09-02,200346,1,100,45.16,100,54.84,0.5484
2024-08-31-200346,2024-08-31,200346,1,100,45.16,100,54.84,0.5484
2024-10-06-200346,2024-10-06,200346,1,100,45.16,100,54.84,0.5484
2024-09-17-200346,2024-09-17,200346,1,100,45.16,100,54.84,0.5484
2025-04-22-200346,2025-04-22,200346,1,100,45.16,100,54.84,0.5484
2024-08-09-200346,2024-08-09,200346,1,100,45.16,100,54.84,0.5484
2024-10-11-200346,2024-10-11,200346,1,100,45.16,100,54.84,0.5484
2024-10-15-200346,2024-10-15,200346,1,100,45.16,100,54.84,0.5484
2024-10-07-200346,2024-10-07,200346,1,100,45.16,100,54.84,0.5484
2024-09-09-200346,2024-09-09,200346,1,100,45.16,100,54.84,0.5484
2025-01-29-200346,2025-01-29,200346,1,100,45.16,100,54.84,0.5484
2025-05-01-200346,2025-05-01,200346,1,100,45.16,100,54.84,0.5484
2024-09-10-200346,2024-09-10,200346,1,100,45.16,100,54.84,0.5484
2025-04-08-200346,2025-04-08,200346,1,100,45.16,100,54.84,0.5484
2024-10-09-200346,2024-10-09,200346,1,100,45.16,100,54.84,0.5484
2024-09-23-200346,2024-09-23,200346,1,100,45.16,100,54.84,0.5484
2025-01-13-200346,2025-01-13,200346,1,100,45.16,100,54.84,0.5484
2025-01-16-200346,2025-01-16,200346,1,100,45.16,100,54.84,0.5484
2025-01-12-200346,2025-01-12,200346,1,100,45.16,100,54.84,0.5484
2024-09-30-200346,2024-09-30,200346,1,100,45.16,100,54.84,0.5484
2024-08-29-200346,2024-08-29,200346,1,100,45.16,100,54.84,0.5484
2024-11-16-200346,2024-11-16,200346,1,100,45.16,100,54.84,0.5484
2025-06-09-200346,2025-06-09,200346,1,100,45.16,100,54.84,0.5484
2025-04-21-200346,2025-04-21,200346,1,100,45.16,100,54.84,0.5484
2024-12-16-200346,2024-12-16,200346,1,100,45.16,100,54.84,0.5484
2025-03-23-200346,2025-03-23,200346,1,100,45.16,100,54.84,0.5484
2025-03-25-200346,2025-03-25,200346,1,100,45.16,100,54.84,0.5484
2025-03-17-200346,2025-03-17,200346,1,100,45.16,100,54.84,0.5484
2025-01-07-200346,2025-01-07,200346,1,100,45.16,100,54.84,0.5484
2025-04-06-200346,2025-04-06,200346,1,100,45.16,100,54.84,0.5484
2024-12-02-200346,2024-12-02,200346,1,100,45.16,100,54.84,0.5484
2025-04-05-200346,2025-04-05,200346,1,100,45.16,100,54.84,0.5484
2024-12-13-200346,2024-12-13,200346,1,100,45.16,100,54.84,0.5484
2025-01-11-200346,2025-01-11,200346,1,100,45.16,100,54.84,0.5484
2025-04-19-200346,2025-04-19,200346,2,100,45.16,200,109.68,0.5484
2025-01-30-200346,2025-01-30,200346,2,100,45.16,200,109.68,0.5484
2025-05-06-200346,2025-05-06,200346,2,100,45.16,200,109.68,0.5484
2025-03-24-200346,2025-03-24,200346,2,100,45.16,200,109.68,0.5484
2025-04-24-200346,2025-04-24,200346,2,100,45.16,200,109.68,0.5484
2024-12-25-200346,2024-12-25,200346,2,100,45.16,200,109.68,0.5484
2024-08-16-200346,2024-08-16,200346,2,100,45.16,200,109.68,0.5484
2025-02-16-200346,2025-02-16,200346,2,100,45.16,200,109.68,0.5484
2024-10-03-200346,2024-10-03,200346,2,100,45.16,200,109.68,0.5484
2024-12-26-200346,2024-12-26,200346,2,100,45.16,200,109.68,0.5484
2025-01-03-200346,2025-01-03,200346,2,100,45.16,200,109.68,0.5484
2025-09-09-200346,2025-09-09,200346,2,100,45.16,200,109.68,0.5484
2025-01-24-200346,2025-01-24,200346,3,100,45.16,300,164.52,0.5484
2025-03-27-200346,2025-03-27,200346,3,100,45.16,300,164.52,0.5484
2025-05-08-200346,2025-05-08,200346,4,100,45.16,400,219.36,0.5484
2025-03-15-200501,2025-03-15,200501,1,58,26.13,58,31.87,0.549482758621
2025-05-11-500044,2025-05-11,500044,1,74.25,33.45,74.25,40.8,0.549494949495
2024-11-14-500044,2024-11-14,500044,1,74.25,33.45,74.25,40.8,0.549494949495
2025-03-24-500044,2025-03-24,500044,1,74.25,33.45,74.25,40.8,0.549494949495
2024-09-16-500044,2024-09-16,500044,1,74.25,33.45,74.25,40.8,0.549494949495
2025-04-01-500044,2025-04-01,500044,1,74.25,33.45,74.25,40.8,0.549494949495
2025-08-13-500044,2025-08-13,500044,1,74.25,33.45,74.25,40.8,0.549494949495
2024-10-07-500044,2024-10-07,500044,1,74.25,33.45,74.25,40.8,0.549494949495
2025-05-12-500044,2025-05-12,500044,1,74.25,33.45,74.25,40.8,0.549494949495
2024-08-22-500044,2024-08-22,500044,2,74.25,33.45,148.5,81.6,0.549494949495
2025-04-07-500044,2025-04-07,500044,4,74.25,33.45,297,163.2,0.549494949495
2024-11-27-200330,2024-11-27,200330,1,86,38.74,86,47.26,0.549534883721
2024-09-22-200330,2024-09-22,200330,1,86,38.74,86,47.26,0.549534883721
2025-04-13-200330,2025-04-13,200330,1,86,38.74,86,47.26,0.549534883721
2025-02-25-200330,2025-02-25,200330,1,86,38.74,86,47.26,0.549534883721
2024-11-16-200330,2024-11-16,200330,1,86,38.74,86,47.26,0.549534883721
2025-05-02-200330,2025-05-02,200330,1,86,38.74,86,47.26,0.549534883721
2024-11-12-200330,2024-11-12,200330,1,86,38.74,86,47.26,0.549534883721
2025-01-22-200330,2025-01-22,200330,1,86,38.74,86,47.26,0.549534883721
2024-08-23-200330,2024-08-23,200330,1,86,38.74,86,47.26,0.549534883721
2024-09-01-200330,2024-09-01,200330,1,86,38.74,86,47.26,0.549534883721
2024-11-29-200330,2024-11-29,200330,1,86,38.74,86,47.26,0.549534883721
2025-05-09-200330,2025-05-09,200330,1,86,38.74,86,47.26,0.549534883721
2025-01-11-200330,2025-01-11,200330,1,86,38.74,86,47.26,0.549534883721
2024-12-20-200330,2024-12-20,200330,1,86,38.74,86,47.26,0.549534883721
2024-09-25-200330,2024-09-25,200330,1,86,38.74,86,47.26,0.549534883721
2024-08-07-200330,2024-08-07,200330,1,86,38.74,86,47.26,0.549534883721
2025-01-08-200330,2025-01-08,200330,2,86,38.74,172,94.52,0.549534883721
2025-03-09-200483,2025-03-09,200483,1,130,58.54,130,71.46,0.549692307692
2024-08-04-200483,2024-08-04,200483,1,130,58.54,130,71.46,0.549692307692
2025-03-05-300074,2025-03-05,300074,1,24,10.8,24,13.2,0.55
2025-03-29-300074,2025-03-29,300074,1,24,10.8,24,13.2,0.55
2024-12-13-300074,2024-12-13,300074,1,24,10.8,24,13.2,0.55
2025-01-01-300074,2025-01-01,300074,1,24,10.8,24,13.2,0.55
2024-09-10-300074,2024-09-10,300074,1,24,10.8,24,13.2,0.55
2025-05-09-300074,2025-05-09,300074,1,24,10.8,24,13.2,0.55
2024-10-26-300074,2024-10-26,300074,1,24,10.8,24,13.2,0.55
2024-12-21-300074,2024-12-21,300074,2,24,10.8,48,26.4,0.55
2024-10-18-300074,2024-10-18,300074,2,24,10.8,48,26.4,0.55
2024-12-04-300074,2024-12-04,300074,2,24,10.8,48,26.4,0.55
2024-09-04-300074,2024-09-04,300074,3,24,10.8,72,39.6,0.55
2025-02-01-631758001102,2025-02-01,631758001102,1,100,45,100,55,0.55
2025-04-16-631758001102,2025-04-16,631758001102,1,100,45,100,55,0.55
2025-01-31-631758001102,2025-01-31,631758001102,1,100,45,100,55,0.55
2025-04-20-631758001102,2025-04-20,631758001102,1,100,45,100,55,0.55
2025-05-09-631758001102,2025-05-09,631758001102,1,100,45,100,55,0.55
2025-03-02-631758001102,2025-03-02,631758001102,1,100,45,100,55,0.55
2025-03-08-631758001102,2025-03-08,631758001102,1,100,45,100,55,0.55
2025-04-22-631758001102,2025-04-22,631758001102,1,100,45,100,55,0.55
2025-05-02-631758001102,2025-05-02,631758001102,1,100,45,100,55,0.55
2025-02-23-631758001102,2025-02-23,631758001102,1,100,45,100,55,0.55
2025-03-26-631758001102,2025-03-26,631758001102,1,100,45,100,55,0.55
2025-07-08-631758001102,2025-07-08,631758001102,1,100,45,100,55,0.55
2025-05-25-631758001102,2025-05-25,631758001102,1,100,45,100,55,0.55
2025-05-06-631758001102,2025-05-06,631758001102,1,100,45,100,55,0.55
2025-04-11-631758001102,2025-04-11,631758001102,1,100,45,100,55,0.55
2025-02-26-631758001102,2025-02-26,631758001102,1,100,45,100,55,0.55
2025-02-07-631758001102,2025-02-07,631758001102,1,100,45,100,55,0.55
2025-02-08-631758001102,2025-02-08,631758001102,1,100,45,100,55,0.55
2025-05-08-631758001102,2025-05-08,631758001102,1,100,45,100,55,0.55
2025-06-07-631758001102,2025-06-07,631758001102,1,100,45,100,55,0.55
2025-04-09-631758001102,2025-04-09,631758001102,2,100,45,200,110,0.55
2025-03-14-631758001102,2025-03-14,631758001102,5,100,45,500,275,0.55
2025-03-11-7501734410705,2025-03-11,7501734410705,1,100,44.93,100,55.07,0.5507
2024-12-18-7501734410705,2024-12-18,7501734410705,1,100,44.93,100,55.07,0.5507
2025-09-09-7501734410705,2025-09-09,7501734410705,1,100,44.93,100,55.07,0.5507
2025-01-21-7501734410705,2025-01-21,7501734410705,1,100,44.93,100,55.07,0.5507
2025-02-11-200649,2025-02-11,200649,1,148.5,66.71,148.5,81.79,0.550774410774
2025-09-06-200016,2025-09-06,200016,1,265,118.99,265,146.01,0.550981132075
2025-05-07-200016,2025-05-07,200016,1,265,118.99,265,146.01,0.550981132075
2025-04-06-200016,2025-04-06,200016,2,265,118.99,530,292.02,0.550981132075
2025-07-04-200264,2025-07-04,200264,1,33,14.81,33,18.19,0.551212121212
2025-10-01-200264,2025-10-01,200264,1,33,14.81,33,18.19,0.551212121212
2025-04-05-200264,2025-04-05,200264,1,33,14.81,33,18.19,0.551212121212
2025-04-23-200264,2025-04-23,200264,1,33,14.81,33,18.19,0.551212121212
2025-02-18-200264,2025-02-18,200264,1,33,14.81,33,18.19,0.551212121212
2025-04-27-200264,2025-04-27,200264,1,33,14.81,33,18.19,0.551212121212
2025-05-27-200264,2025-05-27,200264,1,33,14.81,33,18.19,0.551212121212
2025-06-27-200264,2025-06-27,200264,1,33,14.81,33,18.19,0.551212121212
2025-08-16-200264,2025-08-16,200264,1,33,14.81,33,18.19,0.551212121212
2025-07-02-200264,2025-07-02,200264,1,33,14.81,33,18.19,0.551212121212
2025-03-09-200264,2025-03-09,200264,1,33,14.81,33,18.19,0.551212121212
2025-06-13-200264,2025-06-13,200264,1,33,14.81,33,18.19,0.551212121212
2025-01-29-200264,2025-01-29,200264,1,33,14.81,33,18.19,0.551212121212
2025-07-22-200264,2025-07-22,200264,1,33,14.81,33,18.19,0.551212121212
2025-04-30-200264,2025-04-30,200264,1,33,14.81,33,18.19,0.551212121212
2025-04-13-200264,2025-04-13,200264,1,33,14.81,33,18.19,0.551212121212
2025-02-01-200264,2025-02-01,200264,1,33,14.81,33,18.19,0.551212121212
2025-07-08-200264,2025-07-08,200264,1,33,14.81,33,18.19,0.551212121212
2025-03-16-200264,2025-03-16,200264,1,33,14.81,33,18.19,0.551212121212
2025-08-12-200264,2025-08-12,200264,1,33,14.81,33,18.19,0.551212121212
2025-04-08-200264,2025-04-08,200264,1,33,14.81,33,18.19,0.551212121212
2025-10-05-200264,2025-10-05,200264,1,33,14.81,33,18.19,0.551212121212
2025-05-21-200264,2025-05-21,200264,1,33,14.81,33,18.19,0.551212121212
2025-06-18-200264,2025-06-18,200264,1,33,14.81,33,18.19,0.551212121212
2025-03-12-200264,2025-03-12,200264,1,33,14.81,33,18.19,0.551212121212
2025-05-31-200264,2025-05-31,200264,1,33,14.81,33,18.19,0.551212121212
2025-02-04-200264,2025-02-04,200264,1,33,14.81,33,18.19,0.551212121212
2025-04-22-200264,2025-04-22,200264,1,33,14.81,33,18.19,0.551212121212
2025-05-04-200264,2025-05-04,200264,1,33,14.81,33,18.19,0.551212121212
2025-08-22-200264,2025-08-22,200264,1,33,14.81,33,18.19,0.551212121212
2025-03-07-200264,2025-03-07,200264,2,33,14.81,66,36.38,0.551212121212
2025-05-20-200264,2025-05-20,200264,2,33,14.81,66,36.38,0.551212121212
2025-08-08-200264,2025-08-08,200264,2,33,14.81,66,36.38,0.551212121212
2025-10-08-200264,2025-10-08,200264,2,33,14.81,66,36.38,0.551212121212
2025-07-26-200264,2025-07-26,200264,2,33,14.81,66,36.38,0.551212121212
2025-04-01-200264,2025-04-01,200264,2,33,14.81,66,36.38,0.551212121212
2025-03-22-200264,2025-03-22,200264,2,33,14.81,66,36.38,0.551212121212
2025-05-02-200264,2025-05-02,200264,2,33,14.81,66,36.38,0.551212121212
2025-03-14-200264,2025-03-14,200264,2,33,14.81,66,36.38,0.551212121212
2025-07-29-200264,2025-07-29,200264,2,33,14.81,66,36.38,0.551212121212
2025-09-14-200264,2025-09-14,200264,2,33,14.81,66,36.38,0.551212121212
2025-02-14-200264,2025-02-14,200264,2,33,14.81,66,36.38,0.551212121212
2025-02-23-200264,2025-02-23,200264,2,33,14.81,66,36.38,0.551212121212
2025-08-26-200264,2025-08-26,200264,2,33,14.81,66,36.38,0.551212121212
2025-06-20-200264,2025-06-20,200264,2,33,14.81,66,36.38,0.551212121212
2025-01-31-200264,2025-01-31,200264,2,33,14.81,66,36.38,0.551212121212
2025-02-26-200264,2025-02-26,200264,2,33,14.81,66,36.38,0.551212121212
2025-03-23-200264,2025-03-23,200264,2,33,14.81,66,36.38,0.551212121212
2025-09-06-200264,2025-09-06,200264,2,33,14.81,66,36.38,0.551212121212
2025-03-19-200264,2025-03-19,200264,2,33,14.81,66,36.38,0.551212121212
2025-05-13-200264,2025-05-13,200264,2,33,14.81,66,36.38,0.551212121212
2025-05-03-200264,2025-05-03,200264,2,33,14.81,66,36.38,0.551212121212
2025-08-09-200264,2025-08-09,200264,2,33,14.81,66,36.38,0.551212121212
2025-09-23-200264,2025-09-23,200264,2,33,14.81,66,36.38,0.551212121212
2025-05-09-200264,2025-05-09,200264,2,33,14.81,66,36.38,0.551212121212
2025-03-28-200264,2025-03-28,200264,2,33,14.81,66,36.38,0.551212121212
2025-04-29-200264,2025-04-29,200264,3,33,14.81,99,54.57,0.551212121212
2025-05-06-200264,2025-05-06,200264,3,33,14.81,99,54.57,0.551212121212
2025-04-26-200264,2025-04-26,200264,3,33,14.81,99,54.57,0.551212121212
2025-03-26-200264,2025-03-26,200264,3,33,14.81,99,54.57,0.551212121212
2025-02-16-200264,2025-02-16,200264,4,33,14.81,132,72.76,0.551212121212
2025-06-01-200264,2025-06-01,200264,4,33,14.81,132,72.76,0.551212121212
2025-04-04-200264,2025-04-04,200264,4,33,14.81,132,72.76,0.551212121212
2025-09-05-200264,2025-09-05,200264,4,33,14.81,132,72.76,0.551212121212
2025-05-14-200264,2025-05-14,200264,4,33,14.81,132,72.76,0.551212121212
2025-03-08-200264,2025-03-08,200264,4,33,14.81,132,72.76,0.551212121212
2025-04-15-200264,2025-04-15,200264,5,33,14.81,165,90.95,0.551212121212
2025-03-21-200264,2025-03-21,200264,6,33,14.81,198,109.14,0.551212121212
2025-03-01-200264,2025-03-01,200264,6,33,14.81,198,109.14,0.551212121212
2025-02-15-200264,2025-02-15,200264,6,33,14.81,198,109.14,0.551212121212
2025-02-19-200264,2025-02-19,200264,6,33,14.81,198,109.14,0.551212121212
2025-05-07-200264,2025-05-07,200264,7,33,14.81,231,127.33,0.551212121212
2025-03-25-200264,2025-03-25,200264,8,33,14.81,264,145.52,0.551212121212
2025-02-07-200264,2025-02-07,200264,9,33,14.81,297,163.71,0.551212121212
2025-07-02-600047,2025-07-02,600047,1,73,32.76,73,40.24,0.551232876712
2024-12-12-200575,2024-12-12,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2024-09-12-200575,2024-09-12,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2025-07-14-200575,2025-07-14,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2024-10-28-200575,2024-10-28,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2024-09-05-200575,2024-09-05,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2024-12-09-200575,2024-12-09,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2025-01-09-200575,2025-01-09,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2024-11-11-200575,2024-11-11,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2025-04-17-200575,2025-04-17,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2024-10-10-200575,2024-10-10,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2024-12-16-200575,2024-12-16,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2025-03-24-200575,2025-03-24,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2024-12-23-200575,2024-12-23,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2025-03-13-200575,2025-03-13,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2024-11-25-200575,2024-11-25,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2024-08-16-200575,2024-08-16,200575,1,288.75,129.56,288.75,159.19,0.551307359307
2025-04-28-200575,2025-04-28,200575,2,288.75,129.56,577.5,318.38,0.551307359307
2025-01-13-200575,2025-01-13,200575,2,288.75,129.56,577.5,318.38,0.551307359307
2025-09-10-7501130709830,2025-09-10,7501130709830,1,138,61.89,138,76.11,0.55152173913
2025-07-16-100051,2025-07-16,100051,1,81,36.32,81,44.68,0.551604938272
2025-02-21-100051,2025-02-21,100051,1,81,36.32,81,44.68,0.551604938272
2025-04-09-100051,2025-04-09,100051,1,81,36.32,81,44.68,0.551604938272
2025-02-23-100051,2025-02-23,100051,1,81,36.32,81,44.68,0.551604938272
2025-09-13-100051,2025-09-13,100051,1,81,36.32,81,44.68,0.551604938272
2025-03-14-100051,2025-03-14,100051,1,81,36.32,81,44.68,0.551604938272
2025-02-11-100051,2025-02-11,100051,1,81,36.32,81,44.68,0.551604938272
2025-07-09-100051,2025-07-09,100051,1,81,36.32,81,44.68,0.551604938272
2025-03-22-100051,2025-03-22,100051,1,81,36.32,81,44.68,0.551604938272
2025-03-12-100051,2025-03-12,100051,1,81,36.32,81,44.68,0.551604938272
2025-02-05-100051,2025-02-05,100051,1,81,36.32,81,44.68,0.551604938272
2025-03-26-100051,2025-03-26,100051,1,81,36.32,81,44.68,0.551604938272
2025-04-11-100051,2025-04-11,100051,1,81,36.32,81,44.68,0.551604938272
2025-02-07-100051,2025-02-07,100051,1,81,36.32,81,44.68,0.551604938272
2025-05-06-100051,2025-05-06,100051,1,81,36.32,81,44.68,0.551604938272
2025-07-08-100051,2025-07-08,100051,1,81,36.32,81,44.68,0.551604938272
2025-02-16-100051,2025-02-16,100051,1,81,36.32,81,44.68,0.551604938272
2025-03-11-100051,2025-03-11,100051,1,81,36.32,81,44.68,0.551604938272
2025-02-04-100051,2025-02-04,100051,1,81,36.32,81,44.68,0.551604938272
2025-03-29-100051,2025-03-29,100051,1,81,36.32,81,44.68,0.551604938272
2025-03-30-100051,2025-03-30,100051,1,81,36.32,81,44.68,0.551604938272
2025-02-02-100051,2025-02-02,100051,2,81,36.32,162,89.36,0.551604938272
2025-03-04-100051,2025-03-04,100051,2,81,36.32,162,89.36,0.551604938272
2025-03-02-100051,2025-03-02,100051,2,81,36.32,162,89.36,0.551604938272
2025-03-01-100051,2025-03-01,100051,2,81,36.32,162,89.36,0.551604938272
2025-02-19-100051,2025-02-19,100051,2,81,36.32,162,89.36,0.551604938272
2024-11-28-7501118152719,2024-11-28,7501118152719,1,145,65,145,80,0.551724137931
2024-10-28-7501118152719,2024-10-28,7501118152719,1,145,65,145,80,0.551724137931
2024-12-31-7501118152719,2024-12-31,7501118152719,1,145,65,145,80,0.551724137931
2025-01-03-7501118152719,2025-01-03,7501118152719,1,145,65,145,80,0.551724137931
2024-12-15-7501118152719,2024-12-15,7501118152719,1,145,65,145,80,0.551724137931
2025-02-27-7501118152719,2025-02-27,7501118152719,1,145,65,145,80,0.551724137931
2025-02-17-7501118152719,2025-02-17,7501118152719,1,145,65,145,80,0.551724137931
2024-09-03-7501118152719,2024-09-03,7501118152719,1,145,65,145,80,0.551724137931
2024-10-10-7501118152719,2024-10-10,7501118152719,1,145,65,145,80,0.551724137931
2024-10-21-7501118152719,2024-10-21,7501118152719,1,145,65,145,80,0.551724137931
2025-01-23-7501118152719,2025-01-23,7501118152719,1,145,65,145,80,0.551724137931
2025-01-09-7501118152719,2025-01-09,7501118152719,1,145,65,145,80,0.551724137931
2025-01-22-7501118152719,2025-01-22,7501118152719,1,145,65,145,80,0.551724137931
2025-02-04-7501118152719,2025-02-04,7501118152719,1,145,65,145,80,0.551724137931
2024-12-24-7501118152719,2024-12-24,7501118152719,1,145,65,145,80,0.551724137931
2024-12-12-7501118152719,2024-12-12,7501118152719,1,145,65,145,80,0.551724137931
2024-09-14-7501118152719,2024-09-14,7501118152719,1,145,65,145,80,0.551724137931
2024-10-19-7501118152719,2024-10-19,7501118152719,1,145,65,145,80,0.551724137931
2024-12-22-200312,2024-12-22,200312,1,74,33.12,74,40.88,0.552432432432
2024-08-06-200312,2024-08-06,200312,1,74,33.12,74,40.88,0.552432432432
2024-12-24-200312,2024-12-24,200312,1,74,33.12,74,40.88,0.552432432432
2024-08-09-200312,2024-08-09,200312,1,74,33.12,74,40.88,0.552432432432
2024-09-28-200312,2024-09-28,200312,1,74,33.12,74,40.88,0.552432432432
2024-12-01-200312,2024-12-01,200312,1,74,33.12,74,40.88,0.552432432432
2024-09-20-200312,2024-09-20,200312,1,74,33.12,74,40.88,0.552432432432
2024-12-28-200312,2024-12-28,200312,1,74,33.12,74,40.88,0.552432432432
2024-10-18-200312,2024-10-18,200312,1,74,33.12,74,40.88,0.552432432432
